game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_rl_1_0_away_favorite,p_rl_1_0_away_push,p_rl_1_0_home_dog,p_rl_1_5_away_favorite,p_rl_1_5_away_push,p_rl_1_5_home_dog,p_rl_2_0_away_favorite,p_rl_2_0_away_push,p_rl_2_0_home_dog,p_rl_2_5_away_favorite,p_rl_2_5_away_push,p_rl_2_5_home_dog,p_rl_3_0_away_favorite,p_rl_3_0_away_push,p_rl_3_0_home_dog,p_rl_3_5_away_favorite,p_rl_3_5_away_push,p_rl_3_5_home_dog,p_rl_4_0_away_favorite,p_rl_4_0_away_push,p_rl_4_0_home_dog,game_id,home_team,away_team,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
745493,2024-05-25,oof,3.7772,4.4488,0.3364,0.319,0.6022,0.50601,0.5077,0.4321,0.418,0.34911,0.35506,0.27808,0.2676,0.2076,0.2076,0.1577,0.1577,0.0,0.09752,0.0,0.059,0.0,0.07866,0.0,0.05173,0.0,0.06,0.0,0.0499,0.0,0.3978,0.39647,0.4923,0.5089,0.582,0.57224,0.64494,0.67019,0.7324,0.7324,0.7924,0.7924,0.8423,0.5,0.36724,0.25159,0.15959,0.36242,0.17208,0.4655,0.36724,0.0,0.63276,0.25947,0.08457,0.65596,0.25159,0.0,0.74841,0.16384,0.06786,0.7683,0.15959,0.0,0.84041,0.11235,0.04964,0.83801,0.36242,0.10187,0.53571,0.34538,0.0,0.65462,0.27157,0.08776,0.64067,0.27112,0.0,0.72888,0.2182,0.05468,0.72712,0.21873,0.0,0.78127,0.15427,0.07193,0.7738,20240525_ATL@PIT,PIT,ATL,0.5,0.5,4,1,5,0.5399014650440912,False
745658,2024-05-25,oof,5.394,4.3969,0.1728,0.3214,0.7462,0.65222,0.6547,0.55868,0.5598,0.41246,0.37403,0.35479,0.3859,0.3132,0.3132,0.2482,0.2482,0.0,0.09494,0.0,0.09671,0.0,0.10211,0.0,0.06972,0.0,0.0727,0.0,0.065,0.0,0.2538,0.25284,0.3453,0.34461,0.4402,0.48543,0.62597,0.5755,0.6141,0.6141,0.6868,0.6868,0.7518,0.56666,0.41431,0.34179,0.31456,0.4198,0.15772,0.42248,0.41431,0.0,0.58569,0.33957,0.09279,0.56764,0.34179,0.0,0.65821,0.29679,0.08218,0.62103,0.31456,0.0,0.68544,0.24752,0.06181,0.69067,0.29358,0.09181,0.61461,0.28135,0.0,0.71865,0.20022,0.07226,0.72752,0.20057,0.0,0.79943,0.14999,0.0466,0.80341,0.14924,0.0,0.85076,0.12391,0.02334,0.85274,20240525_HOU@ATH,ATH,HOU,0.56666,0.43334,3,1,4,0.5420758246706197,False
745823,2024-05-25,oof,5.0364,3.5981,0.2089,0.3595,0.6531,0.54837,0.5494,0.46481,0.457,0.36138,0.35921,0.28316,0.2835,0.2162,0.2162,0.1642,0.1642,0.0,0.10538,0.0,0.07689,0.0,0.09235,0.0,0.07682,0.0,0.0673,0.0,0.052,0.0,0.3469,0.34625,0.4506,0.4583,0.543,0.54627,0.64079,0.64002,0.7165,0.7165,0.7838,0.7838,0.8358,0.61374,0.42152,0.35008,0.32919,0.42138,0.17596,0.40266,0.42152,0.0,0.57848,0.34447,0.10312,0.55241,0.35008,0.0,0.64992,0.30805,0.08375,0.6082,0.32919,0.0,0.67081,0.25931,0.06336,0.67734,0.25908,0.09694,0.64398,0.25328,0.0,0.74672,0.17046,0.06465,0.76489,0.1708,0.0,0.8292,0.12287,0.04187,0.83526,0.12198,0.0,0.87802,0.10714,0.01601,0.87685,20240525_SF@NYM,NYM,SF,0.61374,0.38626,2,7,9,0.525418256748231,True
745901,2024-05-25,oof,4.535,4.1212,0.2597,0.3346,0.6474,0.55233,0.5543,0.46937,0.4618,0.36625,0.36078,0.30116,0.301,0.2348,0.2348,0.1802,0.1802,0.0,0.09632,0.0,0.07762,0.0,0.0874,0.0,0.05928,0.0,0.0662,0.0,0.0546,0.0,0.3526,0.35135,0.4457,0.45301,0.5382,0.54635,0.63922,0.63956,0.699,0.699,0.7652,0.7652,0.8198,0.52042,0.39721,0.30446,0.25139,0.39629,0.1701,0.43361,0.39721,0.0,0.60279,0.30553,0.09744,0.59703,0.30446,0.0,0.69554,0.246,0.07339,0.68061,0.25139,0.0,0.74861,0.19215,0.05696,0.75088,0.31358,0.09874,0.58769,0.30014,0.0,0.69986,0.22072,0.07708,0.7022,0.22099,0.0,0.77901,0.17119,0.04811,0.78069,0.17082,0.0,0.82918,0.13236,0.03996,0.82768,20240525_TEX@MIN,MIN,TEX,0.52042,0.47958,5,3,8,0.5668551419953115,False
746226,2024-05-25,oof,4.0308,4.6456,0.3107,0.3096,0.6458,0.54372,0.545,0.47597,0.4569,0.36564,0.36059,0.29921,0.299,0.2365,0.2365,0.1859,0.1859,0.0,0.10291,0.0,0.05004,0.0,0.08366,0.0,0.06093,0.0,0.0625,0.0,0.0506,0.0,0.3542,0.35337,0.455,0.47399,0.5431,0.55071,0.63941,0.63986,0.701,0.701,0.7635,0.7635,0.8141,0.5,0.37021,0.25882,0.17378,0.36757,0.16628,0.46615,0.37021,0.0,0.62979,0.26652,0.08269,0.65079,0.25882,0.0,0.74118,0.17728,0.06662,0.7561,0.17378,0.0,0.82622,0.12941,0.04872,0.82187,0.36035,0.10259,0.53705,0.34363,0.0,0.65637,0.26795,0.08936,0.64268,0.2677,0.0,0.7323,0.21623,0.05345,0.73033,0.21681,0.0,0.78319,0.15883,0.05471,0.78646,20240525_CLE@LAA,LAA,CLE,0.5,0.5,3,4,7,0.4856577967939634,False
746470,2024-05-25,oof,4.4184,3.9258,0.2715,0.3439,0.6208,0.51969,0.521,0.42926,0.427,0.3524,0.3562,0.28473,0.2756,0.215,0.215,0.1628,0.1628,0.0,0.10206,0.0,0.08921,0.0,0.08073,0.0,0.05015,0.0,0.0606,0.0,0.0522,0.0,0.3792,0.37825,0.479,0.48153,0.573,0.56688,0.6438,0.66512,0.7244,0.7244,0.785,0.785,0.8372,0.52614,0.39749,0.3054,0.24888,0.39513,0.17437,0.4305,0.39749,0.0,0.60251,0.30649,0.09684,0.59667,0.3054,0.0,0.6946,0.24348,0.07699,0.67953,0.24888,0.0,0.75112,0.18727,0.05785,0.75488,0.3093,0.10023,0.59047,0.29672,0.0,0.70328,0.21403,0.07979,0.70618,0.21452,0.0,0.78548,0.16151,0.04953,0.78896,0.16079,0.0,0.83921,0.12657,0.03624,0.83719,20240525_TOR@DET,DET,TOR,0.52614,0.47386,2,1,3,0.5132425086239636,False
746556,2024-05-25,oof,4.0451,5.0252,0.3093,0.2915,0.6866,0.59521,0.5977,0.49535,0.5016,0.38671,0.36698,0.33067,0.3427,0.2737,0.2737,0.2161,0.2161,0.0,0.09269,0.0,0.10736,0.0,0.08809,0.0,0.05853,0.0,0.069,0.0,0.0576,0.0,0.3134,0.3121,0.4023,0.39729,0.4984,0.5252,0.63302,0.6108,0.6573,0.6573,0.7263,0.7263,0.7839,0.49206,0.36112,0.24615,0.16148,0.35741,0.16643,0.47616,0.36112,0.0,0.63888,0.25594,0.07403,0.67002,0.24615,0.0,0.75385,0.16621,0.05785,0.77594,0.16148,0.0,0.83852,0.11646,0.04871,0.83483,0.38495,0.08924,0.5258,0.36312,0.0,0.63688,0.29295,0.09037,0.61668,0.29186,0.0,0.70814,0.24202,0.05427,0.70371,0.24355,0.0,0.75645,0.17433,0.06137,0.7643,20240525_PHI@COL,COL,PHI,0.49206,0.50794,4,8,12,0.5082424259039297,False
746710,2024-05-25,oof,3.6636,4.6666,0.3479,0.3086,0.6203,0.5224,0.524,0.45817,0.4373,0.35699,0.35776,0.29185,0.2852,0.2218,0.2218,0.1684,0.1684,0.0,0.09906,0.0,0.04311,0.0,0.08152,0.0,0.05094,0.0,0.0634,0.0,0.0534,0.0,0.3797,0.37854,0.476,0.49872,0.5627,0.56149,0.64224,0.65721,0.7148,0.7148,0.7782,0.7782,0.8316,0.48739,0.35842,0.23772,0.14923,0.35346,0.16955,0.47699,0.35842,0.0,0.64158,0.24728,0.07864,0.67408,0.23772,0.0,0.76228,0.15456,0.05593,0.78951,0.14923,0.0,0.85077,0.10606,0.0476,0.84634,0.37763,0.10117,0.5212,0.35969,0.0,0.64031,0.28744,0.09153,0.62103,0.28663,0.0,0.71337,0.234,0.05573,0.71027,0.23502,0.0,0.76498,0.16555,0.07065,0.76379,20240525_LAD@CIN,CIN,LAD,0.48739,0.51261,3,1,4,0.4432996812901218,False
746794,2024-05-25,oof,3.7581,4.0627,0.3383,0.3374,0.5704,0.46914,0.4703,0.39186,0.3801,0.33241,0.3489,0.25167,0.233,0.1761,0.1761,0.1315,0.1315,0.0,0.10231,0.0,0.06205,0.0,0.07698,0.0,0.04505,0.0,0.0569,0.0,0.0446,0.0,0.4296,0.42854,0.5297,0.54609,0.6199,0.59061,0.6511,0.70328,0.767,0.767,0.8239,0.8239,0.8685,0.5,0.37136,0.26207,0.18054,0.36368,0.18232,0.454,0.37136,0.0,0.62864,0.26979,0.08122,0.64898,0.26207,0.0,0.73793,0.18363,0.06581,0.75056,0.18054,0.0,0.81946,0.12983,0.05163,0.81855,0.34495,0.10687,0.54818,0.33043,0.0,0.66957,0.24891,0.09131,0.65978,0.24928,0.0,0.75072,0.1921,0.0555,0.75241,0.19167,0.0,0.80833,0.14194,0.05381,0.80426,20240525_BAL@CWS,CWS,BAL,0.5,0.5,3,5,8,0.6063701140868659,True
746958,2024-05-25,oof,4.0789,4.0849,0.3058,0.3363,0.6034,0.49931,0.5003,0.43307,0.4135,0.34537,0.35374,0.27527,0.2621,0.2042,0.2042,0.1566,0.1566,0.0,0.10487,0.0,0.04358,0.0,0.08201,0.0,0.04598,0.0,0.0579,0.0,0.0476,0.0,0.3966,0.39582,0.4997,0.52335,0.5865,0.57262,0.64626,0.67874,0.7379,0.7379,0.7958,0.7958,0.8434,0.5,0.38326,0.28043,0.20266,0.37912,0.17516,0.44572,0.38326,0.0,0.61674,0.28515,0.0904,0.62446,0.28043,0.0,0.71957,0.2031,0.07576,0.72114,0.20266,0.0,0.79734,0.14905,0.05339,0.79756,0.33312,0.10351,0.56337,0.31872,0.0,0.68128,0.23864,0.085,0.67636,0.23893,0.0,0.76107,0.1834,0.05349,0.76311,0.18292,0.0,0.81708,0.14194,0.03748,0.82058,20240525_MIL@BOS,BOS,MIL,0.5,0.5,3,6,9,0.5197605653706914,False
747199,2024-05-25,oof,4.652,4.2941,0.2478,0.3263,0.6754,0.5786,0.5805,0.50111,0.4892,0.37871,0.36463,0.31633,0.3244,0.2562,0.2562,0.2,0.2,0.0,0.09786,0.0,0.06917,0.0,0.09077,0.0,0.0641,0.0,0.0682,0.0,0.0562,0.0,0.3246,0.32354,0.4195,0.42971,0.5108,0.53052,0.63537,0.61957,0.6756,0.6756,0.7438,0.7438,0.8,0.51678,0.39568,0.3037,0.2508,0.39409,0.17155,0.43436,0.39568,0.0,0.60432,0.30561,0.09358,0.60081,0.3037,0.0,0.6963,0.24557,0.07265,0.68178,0.2508,0.0,0.7492,0.19356,0.05614,0.75031,0.31585,0.09903,0.58512,0.30221,0.0,0.69779,0.22341,0.0771,0.6995,0.22363,0.0,0.77637,0.17489,0.04768,0.77743,0.17466,0.0,0.82534,0.13509,0.04001,0.8249,20240525_MIA@AZ,AZ,MIA,0.51678,0.48322,3,2,5,0.5750171479131339,False
744855,2024-05-26,oof,4.0635,4.9176,0.3074,0.2966,0.6744,0.58261,0.585,0.49113,0.4905,0.38056,0.36518,0.31585,0.326,0.2623,0.2623,0.2016,0.2016,0.0,0.09312,0.0,0.09333,0.0,0.08848,0.0,0.0691,0.0,0.0637,0.0,0.0607,0.0,0.3256,0.32427,0.415,0.41554,0.5095,0.53096,0.63482,0.61505,0.674,0.674,0.7377,0.7377,0.7984,0.5,0.36613,0.25146,0.16207,0.36325,0.1656,0.47115,0.36613,0.0,0.63387,0.25985,0.08133,0.65882,0.25146,0.0,0.74854,0.16633,0.06548,0.7682,0.16207,0.0,0.83793,0.11568,0.04933,0.83499,0.37388,0.0943,0.53182,0.35404,0.0,0.64596,0.28208,0.08893,0.62898,0.28133,0.0,0.71867,0.23007,0.05441,0.71552,0.23109,0.0,0.76891,0.16456,0.06583,0.76961,20240526_SEA@WSH,WSH,SEA,0.5,0.5,5,9,14,0.4012056887846452,True
745088,2024-05-26,oof,3.8404,4.268,0.33,0.3276,0.6021,0.50628,0.508,0.40486,0.4115,0.34345,0.35305,0.26729,0.2544,0.2005,0.2005,0.1521,0.1521,0.0,0.09718,0.0,0.11107,0.0,0.08405,0.0,0.05296,0.0,0.0539,0.0,0.0484,0.0,0.3979,0.39655,0.492,0.48407,0.5885,0.5725,0.64695,0.67974,0.7456,0.7456,0.7995,0.7995,0.8479,0.5,0.37256,0.26448,0.18291,0.36564,0.18031,0.45404,0.37256,0.0,0.62744,0.27203,0.08125,0.64672,0.26448,0.0,0.73552,0.18571,0.06752,0.74677,0.18291,0.0,0.81709,0.12967,0.05275,0.81758,0.35207,0.09719,0.55074,0.33441,0.0,0.66559,0.25692,0.08795,0.65513,0.25692,0.0,0.74308,0.20563,0.0524,0.74196,0.20594,0.0,0.79406,0.1503,0.05802,0.79168,20240526_KC@TB,TB,KC,0.5,0.5,4,1,5,0.491913317470407,False
745172,2024-05-26,oof,4.3789,4.2817,0.2755,0.3269,0.6451,0.54302,0.5443,0.45709,0.4513,0.36378,0.35999,0.29437,0.2937,0.2275,0.2275,0.1765,0.1765,0.0,0.10291,0.0,0.08136,0.0,0.08175,0.0,0.06416,0.0,0.0662,0.0,0.051,0.0,0.3549,0.35407,0.4557,0.46155,0.5487,0.55447,0.64001,0.64147,0.7063,0.7063,0.7725,0.7725,0.8235,0.5,0.38875,0.29275,0.22175,0.38525,0.17495,0.4398,0.38875,0.0,0.61125,0.29671,0.08848,0.61481,0.29275,0.0,0.70725,0.21977,0.07929,0.70094,0.22175,0.0,0.77825,0.16491,0.05521,0.77989,0.3257,0.09983,0.57446,0.31114,0.0,0.68886,0.23148,0.08156,0.68696,0.23175,0.0,0.76825,0.18162,0.04936,0.76902,0.18143,0.0,0.81857,0.13914,0.04197,0.81889,20240526_CHC@STL,STL,CHC,0.5,0.5,4,3,7,0.5070335369222708,False
745413,2024-05-26,oof,3.553,4.8332,0.3591,0.3007,0.6149,0.51244,0.5136,0.44386,0.4257,0.3524,0.3562,0.2854,0.2761,0.2186,0.2186,0.1674,0.1674,0.0,0.10334,0.0,0.04899,0.0,0.07944,0.0,0.04912,0.0,0.0575,0.0,0.0512,0.0,0.3851,0.38423,0.4864,0.50715,0.5743,0.56816,0.6438,0.66548,0.7239,0.7239,0.7814,0.7814,0.8326,0.46741,0.35156,0.2265,0.13307,0.34586,0.16953,0.4846,0.35156,0.0,0.64844,0.23707,0.07494,0.68799,0.2265,0.0,0.7735,0.1389,0.05375,0.80735,0.13307,0.0,0.86693,0.09172,0.04641,0.86187,0.38771,0.10108,0.51121,0.36948,0.0,0.63052,0.30031,0.09168,0.60801,0.29897,0.0,0.70103,0.24514,0.05745,0.69742,0.24641,0.0,0.75359,0.17177,0.07452,0.7537,20240526_NYY@SD,SD,NYY,0.46741,0.53259,5,2,7,0.4918654587478843,False
745498,2024-05-26,oof,3.4855,4.8491,0.3659,0.2999,0.6203,0.52368,0.5254,0.42198,0.4289,0.35441,0.35689,0.28264,0.276,0.217,0.217,0.1656,0.1656,0.0,0.09786,0.0,0.11107,0.0,0.07845,0.0,0.05879,0.0,0.059,0.0,0.0514,0.0,0.3797,0.37846,0.4746,0.46695,0.5711,0.56713,0.64311,0.65857,0.724,0.724,0.783,0.783,0.8344,0.45506,0.34764,0.21941,0.12225,0.34186,0.1684,0.48974,0.34764,0.0,0.65236,0.23037,0.07392,0.69571,0.21941,0.0,0.78059,0.1282,0.05327,0.81854,0.12225,0.0,0.87775,0.08328,0.04507,0.87165,0.39661,0.09696,0.50643,0.37695,0.0,0.62305,0.31052,0.09131,0.59817,0.30869,0.0,0.69131,0.2597,0.0549,0.6854,0.26194,0.0,0.73806,0.17758,0.08771,0.73471,20240526_ATL@PIT,PIT,ATL,0.45506,0.54494,1,8,9,0.5319288312367861,False
745653,2024-05-26,oof,5.1629,4.3254,0.1961,0.3249,0.7238,0.63,0.6324,0.5614,0.5428,0.4024,0.37136,0.34116,0.3662,0.2952,0.2952,0.2302,0.2302,0.0,0.09485,0.0,0.05841,0.0,0.10218,0.0,0.07319,0.0,0.071,0.0,0.065,0.0,0.2762,0.27515,0.3676,0.38019,0.4572,0.49542,0.62864,0.58565,0.6338,0.6338,0.7048,0.7048,0.7698,0.5568,0.40744,0.32697,0.28964,0.40748,0.17071,0.42181,0.40744,0.0,0.59256,0.32615,0.09446,0.57939,0.32697,0.0,0.67303,0.27728,0.07841,0.64431,0.28964,0.0,0.71036,0.2292,0.05847,0.71232,0.29782,0.09327,0.60891,0.28528,0.0,0.71472,0.20763,0.06942,0.72295,0.20778,0.0,0.79222,0.16189,0.04426,0.79384,0.16156,0.0,0.83844,0.13162,0.02607,0.84232,20240526_HOU@ATH,ATH,HOU,0.5568,0.4432,2,5,7,0.5318508178613931,False
745824,2024-05-26,oof,4.9524,3.7352,0.2174,0.353,0.6543,0.55511,0.5567,0.46921,0.4636,0.36906,0.36167,0.2946,0.2994,0.23,0.23,0.1772,0.1772,0.0,0.10018,0.0,0.08212,0.0,0.08357,0.0,0.0773,0.0,0.0694,0.0,0.0528,0.0,0.3457,0.34471,0.4433,0.44867,0.5364,0.54736,0.63833,0.6281,0.7006,0.7006,0.77,0.77,0.8228,0.58952,0.41754,0.34445,0.31527,0.41989,0.16763,0.41248,0.41754,0.0,0.58246,0.34045,0.09923,0.56032,0.34445,0.0,0.65555,0.29686,0.08587,0.61727,0.31527,0.0,0.68473,0.2521,0.06028,0.68763,0.27639,0.09536,0.62825,0.26748,0.0,0.73252,0.18595,0.06787,0.74618,0.18629,0.0,0.81371,0.1358,0.04507,0.81912,0.13491,0.0,0.86509,0.11354,0.02237,0.86409,20240526_SF@NYM,NYM,SF,0.58952,0.41048,4,3,7,0.5178914286913872,False
745902,2024-05-26,oof,4.772,4.7762,0.2357,0.3034,0.7194,0.63087,0.6338,0.56402,0.5445,0.40903,0.37313,0.34715,0.3772,0.3025,0.3025,0.2368,0.2368,0.0,0.08983,0.0,0.05665,0.0,0.09164,0.0,0.07591,0.0,0.0747,0.0,0.0657,0.0,0.2806,0.2793,0.3662,0.37933,0.4555,0.49932,0.62687,0.57693,0.6228,0.6228,0.6975,0.6975,0.7632,0.5,0.38987,0.29733,0.23202,0.3892,0.16699,0.44381,0.38987,0.0,0.61013,0.30159,0.0847,0.61371,0.29733,0.0,0.70267,0.22887,0.07802,0.69311,0.23202,0.0,0.76798,0.17666,0.05488,0.76847,0.33416,0.09358,0.57226,0.31718,0.0,0.68282,0.24298,0.07715,0.67987,0.2428,0.0,0.7572,0.19417,0.04939,0.75644,0.19437,0.0,0.80563,0.14716,0.04461,0.80822,20240526_TEX@MIN,MIN,TEX,0.5,0.5,2,6,8,0.548044839425691,False
746230,2024-05-26,oof,4.0461,4.7325,0.3092,0.3055,0.6615,0.56566,0.5676,0.47979,0.4744,0.37334,0.363,0.30238,0.3092,0.2464,0.2464,0.1934,0.1934,0.0,0.097,0.0,0.08289,0.0,0.08608,0.0,0.07469,0.0,0.0628,0.0,0.053,0.0,0.3385,0.33734,0.4324,0.43732,0.5256,0.54057,0.637,0.62294,0.6908,0.6908,0.7536,0.7536,0.8066,0.5,0.36981,0.25997,0.17094,0.36775,0.1643,0.46794,0.36981,0.0,0.63019,0.26809,0.07961,0.65229,0.25997,0.0,0.74003,0.17434,0.07088,0.75477,0.17094,0.0,0.82906,0.12182,0.05072,0.82746,0.36553,0.09871,0.53576,0.3474,0.0,0.6526,0.27343,0.08876,0.6378,0.27297,0.0,0.72703,0.22421,0.05208,0.72371,0.22524,0.0,0.77476,0.16015,0.06736,0.77249,20240526_CLE@LAA,LAA,CLE,0.5,0.5,4,5,9,0.464873512944039,False
746469,2024-05-26,oof,4.717,3.7638,0.2413,0.3516,0.6425,0.54517,0.5469,0.46823,0.456,0.36147,0.35924,0.28931,0.2878,0.2213,0.2213,0.1687,0.1687,0.0,0.09846,0.0,0.06651,0.0,0.09116,0.0,0.06657,0.0,0.0665,0.0,0.0526,0.0,0.3575,0.35637,0.4531,0.46525,0.544,0.54737,0.64076,0.64412,0.7122,0.7122,0.7787,0.7787,0.8313,0.55978,0.40941,0.33096,0.29811,0.41094,0.16715,0.42191,0.40941,0.0,0.59059,0.32968,0.09443,0.57589,0.33096,0.0,0.66904,0.2842,0.07798,0.63782,0.29811,0.0,0.70189,0.23009,0.06174,0.70817,0.29031,0.10032,0.60938,0.28027,0.0,0.71973,0.1982,0.07301,0.72879,0.19861,0.0,0.80139,0.14723,0.0469,0.80587,0.14641,0.0,0.85359,0.12044,0.02608,0.85348,20240526_TOR@DET,DET,TOR,0.55978,0.44022,14,11,25,0.5667587165242733,False
746557,2024-05-26,oof,3.9992,4.5784,0.3139,0.3128,0.6402,0.54023,0.5417,0.4582,0.4496,0.36059,0.35896,0.29869,0.2937,0.2325,0.2325,0.1777,0.1777,0.0,0.10095,0.0,0.07473,0.0,0.08649,0.0,0.04937,0.0,0.0612,0.0,0.0548,0.0,0.3598,0.35882,0.4583,0.46707,0.5504,0.55291,0.64104,0.65194,0.7063,0.7063,0.7675,0.7675,0.8223,0.5,0.36965,0.25632,0.16987,0.36473,0.17319,0.46207,0.36965,0.0,0.63035,0.26385,0.08482,0.65133,0.25632,0.0,0.74368,0.17365,0.06614,0.76021,0.16987,0.0,0.83013,0.1283,0.04736,0.82433,0.35677,0.10282,0.54041,0.34033,0.0,0.65967,0.26329,0.08973,0.64699,0.2632,0.0,0.7368,0.21534,0.05066,0.734,0.21617,0.0,0.78383,0.15785,0.05626,0.78588,20240526_PHI@COL,COL,PHI,0.5,0.5,5,2,7,0.49326214170271,False
746711,2024-05-26,oof,3.7433,4.8401,0.3398,0.3003,0.6331,0.53424,0.5358,0.47455,0.4506,0.36032,0.35887,0.29608,0.2915,0.2293,0.2293,0.177,0.177,0.0,0.09992,0.0,0.03658,0.0,0.08806,0.0,0.05271,0.0,0.0622,0.0,0.0523,0.0,0.3669,0.36583,0.4642,0.48887,0.5494,0.55163,0.64113,0.65121,0.7085,0.7085,0.7707,0.7707,0.823,0.47637,0.35622,0.23534,0.14219,0.35232,0.1653,0.48238,0.35622,0.0,0.64378,0.24544,0.07561,0.67895,0.23534,0.0,0.76466,0.1476,0.05865,0.79375,0.14219,0.0,0.85781,0.09957,0.04719,0.85324,0.38428,0.10023,0.51549,0.36585,0.0,0.63415,0.29607,0.09098,0.61295,0.29488,0.0,0.70512,0.24208,0.05647,0.70146,0.24334,0.0,0.75666,0.17155,0.06916,0.75929,20240526_LAD@CIN,CIN,LAD,0.47637,0.52363,4,1,5,0.4160597921735192,False
746789,2024-05-26,oof,3.5527,4.4412,0.3591,0.3193,0.5885,0.48904,0.4904,0.41389,0.4006,0.34267,0.35276,0.26487,0.2519,0.1965,0.1965,0.1508,0.1508,0.0,0.10061,0.0,0.0596,0.0,0.07509,0.0,0.05456,0.0,0.0554,0.0,0.0457,0.0,0.4115,0.41036,0.5096,0.52651,0.5994,0.58225,0.64724,0.68057,0.7481,0.7481,0.8035,0.8035,0.8492,0.49299,0.35997,0.24042,0.14935,0.35489,0.17048,0.47463,0.35997,0.0,0.64003,0.24975,0.07926,0.67099,0.24042,0.0,0.75958,0.15447,0.05989,0.78564,0.14935,0.0,0.85065,0.10677,0.04733,0.8459,0.37272,0.10329,0.52399,0.35559,0.0,0.64441,0.28153,0.09212,0.62634,0.28097,0.0,0.71903,0.2298,0.05433,0.71588,0.23081,0.0,0.76919,0.16157,0.07426,0.76417,20240526_BAL@CWS,CWS,BAL,0.49299,0.50701,1,4,5,0.5389087164346307,False
746957,2024-05-26,oof,3.7007,4.3088,0.3441,0.3256,0.5859,0.49124,0.493,0.40706,0.4005,0.3405,0.35197,0.26772,0.2521,0.1959,0.1959,0.1474,0.1474,0.0,0.09614,0.0,0.07762,0.0,0.07952,0.0,0.04409,0.0,0.0562,0.0,0.0485,0.0,0.4141,0.41262,0.507,0.51531,0.5995,0.57997,0.64803,0.68819,0.7479,0.7479,0.8041,0.8041,0.8526,0.5,0.36689,0.2497,0.16172,0.3612,0.17471,0.46409,0.36689,0.0,0.63311,0.25742,0.08639,0.65619,0.2497,0.0,0.7503,0.16613,0.06308,0.77079,0.16172,0.0,0.83828,0.11261,0.0505,0.83689,0.3615,0.10078,0.53772,0.3442,0.0,0.6558,0.26539,0.09342,0.6412,0.26542,0.0,0.73458,0.21226,0.05436,0.73338,0.2126,0.0,0.7874,0.15304,0.06326,0.7837,20240526_MIL@BOS,BOS,MIL,0.5,0.5,2,1,3,0.4618089677076161,False
747197,2024-05-26,oof,4.7681,4.3973,0.2361,0.3214,0.6852,0.59173,0.594,0.50789,0.5011,0.38596,0.36676,0.32523,0.3381,0.2706,0.2706,0.2101,0.2101,0.0,0.09468,0.0,0.0806,0.0,0.08903,0.0,0.06564,0.0,0.0675,0.0,0.0605,0.0,0.3148,0.3136,0.406,0.4115,0.4989,0.52501,0.63324,0.60913,0.6619,0.6619,0.7294,0.7294,0.7899,0.52242,0.39622,0.30616,0.25056,0.39351,0.17496,0.43152,0.39622,0.0,0.60378,0.30827,0.09132,0.60041,0.30616,0.0,0.69384,0.24493,0.07683,0.67824,0.25056,0.0,0.74944,0.18794,0.05829,0.75377,0.31789,0.09119,0.59092,0.30221,0.0,0.69779,0.22612,0.07376,0.70013,0.22614,0.0,0.77386,0.17732,0.04797,0.77471,0.17712,0.0,0.82288,0.13723,0.03904,0.82373,20240526_MIA@AZ,AZ,MIA,0.52242,0.47758,1,3,4,0.5298865737967848,False
