game_pk,innings,home_score,away_score
776931,9,5,0
776932,9,3,6
776933,10,1,2
776934,9,0,2
776935,9,1,13
776936,10,1,0
776937,9,9,1
776938,11,5,4
776939,9,9,3
776940,9,7,2
776941,9,5,2
776942,9,5,0
776948,9,8,9
776923,9,6,0
776927,9,7,4
776928,10,11,12
776906,9,4,1
776908,9,4,3
776913,9,5,4
776914,9,5,1
776915,9,1,0
776916,9,3,6
776917,9,9,16
776918,9,0,5
776919,9,17,16
776920,9,3,9
776921,9,3,2
776922,10,2,1
776924,10,3,2
776925,9,13,12
776926,10,3,4
776896,9,5,8
776897,11,4,6
776898,9,0,1
776899,9,2,7
776900,9,4,2
776901,9,4,0
776902,9,3,4
776903,9,2,8
776904,9,8,5
776905,9,5,4
776907,9,2,4
776909,9,7,3
776910,9,2,0
776911,9,12,6
776912,9,5,7
776881,9,4,6
776883,9,5,4
776884,9,7,3
776885,9,8,5
776886,9,5,9
776887,9,4,12
776888,9,5,3
776889,9,0,3
776890,9,2,0
776891,9,7,3
776892,9,4,5
776893,10,4,7
776894,9,3,14
776895,9,6,1
776867,9,5,1
776870,9,2,3
776871,10,8,5
776872,9,1,15
776873,9,6,2
776874,9,6,3
776875,9,2,8
776876,10,6,7
776877,9,13,3
776878,9,2,3
776879,9,5,4
776880,9,8,5
776882,9,1,3
776848,9,3,7
776852,11,5,10
776854,9,4,10
776855,9,2,0
776857,9,8,3
776858,9,12,6
776860,9,1,5
776861,9,3,6
776862,9,3,7
776863,9,2,3
776864,9,6,2
776865,9,7,16
776866,9,1,8
776868,9,5,0
776869,9,2,7
776836,9,1,20
776838,9,2,3
776839,9,3,5
776841,9,8,6
776843,9,4,5
776844,9,2,4
776845,9,2,3
776846,9,1,4
776847,9,6,1
776849,9,6,4
776850,9,2,1
776851,9,1,5
776853,9,4,5
776856,9,3,7
776859,9,4,9
776830,11,4,3
776837,9,0,6
776840,9,7,0
776842,9,8,6
776820,9,2,10
776821,9,1,9
776822,9,5,0
776823,9,5,1
776824,9,3,2
776825,9,6,1
776826,9,5,0
776827,9,9,4
776828,9,3,2
776829,9,3,2
776831,9,3,2
776832,9,6,5
776833,9,5,9
776834,9,1,5
776835,10,3,5
776802,9,2,4
776805,9,7,4
776807,10,5,4
776808,9,9,1
776809,9,6,5
776810,9,2,3
776811,9,3,11
776812,9,1,2
776813,9,4,7
776814,9,1,3
776815,9,5,4
776816,9,0,2
776817,9,7,4
776818,9,1,9
776819,9,8,6
778431,9,7,1
776788,9,4,5
776789,9,6,2
776791,9,6,3
776793,9,0,8
776794,9,13,6
776795,9,3,2
776796,11,5,3
776797,9,1,7
776798,9,6,4
776799,9,7,6
776800,9,2,4
776801,9,8,14
776803,9,7,1
776804,9,2,3
776806,9,9,5
776779,9,7,4
776780,9,1,4
776781,9,1,2
776782,9,7,6
776783,9,3,2
776784,9,7,4
776785,10,7,6
776786,9,7,1
776787,9,4,7
776790,9,6,2
776792,9,1,4
776762,9,6,0
776763,10,7,6
776764,9,2,3
776767,9,1,5
776768,9,5,1
776769,9,1,14
776770,9,8,5
776771,9,14,0
776772,9,13,5
776773,9,9,6
776774,9,9,1
776775,9,0,3
776776,9,0,1
776777,9,6,1
776778,9,4,3
776746,9,4,6
776749,9,1,11
776751,9,2,8
776752,9,6,5
776753,9,4,1
776754,9,0,1
776755,9,12,5
776756,9,6,11
776757,9,1,4
776758,9,5,6
776759,9,7,8
776760,9,1,4
776761,9,4,3
776765,9,8,0
776766,9,4,13
776742,9,2,8
776743,9,3,2
776744,11,3,4
776745,9,9,4
776747,9,2,1
776748,9,3,4
776750,9,5,3
776727,9,3,2
776728,9,3,1
776729,9,6,7
776730,9,4,3
776731,9,3,4
776732,9,0,7
776733,9,0,7
776734,9,10,3
776735,9,6,5
776736,9,9,11
776737,9,2,3
776738,9,0,2
776739,9,2,6
776740,9,8,10
776741,9,2,1
776711,9,1,2
776712,9,6,2
776713,9,8,12
776715,9,10,7
776716,9,5,8
776717,9,6,0
776718,9,7,2
776719,9,3,1
776720,9,1,10
776721,11,5,6
776722,12,5,4
776723,9,14,2
776724,9,7,5
776725,9,2,0
776726,9,3,1
776697,9,5,4
776698,9,4,8
776699,10,5,11
776700,9,8,1
776701,9,6,5
776702,9,6,2
776703,9,7,1
776704,9,4,3
776705,9,0,12
776706,9,4,5
776707,9,7,3
776708,9,9,11
776709,10,3,2
776710,9,4,10
776714,9,3,5
776681,9,1,4
776682,9,1,3
776683,9,3,4
776688,9,3,8
776689,9,12,7
776690,9,4,3
776692,9,10,0
776693,9,4,3
776694,9,5,2
776695,9,3,6
776696,9,9,13
777459,9,0,7
776667,9,5,1
776668,9,4,6
776671,9,4,11
776672,9,6,5
776674,9,3,6
776675,9,5,2
776676,9,4,1
776677,9,3,13
776678,9,1,8
776679,9,3,7
776680,9,6,4
776684,11,3,4
776685,10,1,0
776686,9,4,7
776687,9,11,10
776691,9,6,4
776652,9,2,1
776656,9,8,1
776658,10,3,2
776659,9,5,4
776660,9,8,3
776661,9,2,1
776662,9,11,2
776663,9,4,3
776664,10,4,6
776665,10,2,4
776666,9,3,6
776669,9,1,0
776670,9,6,2
776673,9,7,2
776631,9,4,7
776642,9,8,4
776644,9,5,9
776650,9,9,3
776651,9,1,4
776653,9,3,8
776654,9,3,6
776655,9,2,7
776657,9,6,4
776633,9,10,6
776634,9,5,4
776635,11,6,5
776636,9,2,1
776637,9,9,0
776638,9,3,2
776639,9,7,9
776640,9,2,3
776641,9,4,3
776643,9,7,10
776645,9,7,12
776646,9,2,5
776647,9,0,1
776648,9,4,5
776649,9,7,5
776617,9,5,1
776618,9,1,12
776619,9,7,3
776620,10,1,2
776621,9,1,7
776622,9,10,1
776623,9,10,0
776625,9,4,2
776626,9,2,9
776627,9,1,12
776628,9,6,4
776629,9,8,9
776630,12,6,7
776632,9,5,1
776602,9,11,4
776603,9,2,8
776605,9,3,4
776606,9,7,2
776607,9,8,0
776608,9,3,4
776609,9,1,6
776610,9,4,0
776611,9,5,0
776612,9,3,2
776613,9,3,2
776614,9,5,3
776615,9,8,10
776616,9,7,2
776624,9,4,3
776589,9,7,6
776590,9,8,3
776592,9,0,4
776593,9,7,5
776594,9,7,0
776595,9,9,6
776596,9,10,4
776597,9,10,5
776598,9,13,3
776599,9,7,0
776600,9,2,1
776601,9,0,9
776604,9,3,4
776573,10,7,6
776574,9,6,3
776575,9,7,3
776576,9,5,2
776577,9,6,7
776578,9,3,8
776581,9,2,11
776582,9,5,7
776583,9,4,5
776584,9,3,0
776585,9,6,5
776586,9,9,8
776587,9,1,6
776588,9,5,1
776591,9,0,5
776557,9,12,3
776559,9,7,0
776561,9,4,3
776562,9,5,1
776563,9,20,3
776565,9,1,12
776566,9,6,0
776567,9,9,8
776568,9,1,2
776569,9,1,12
776570,9,11,2
776571,9,4,0
776572,9,2,3
776579,9,2,3
776580,10,4,3
776550,9,4,3
776553,9,4,6
776554,9,4,1
776555,9,4,3
776556,9,4,10
776558,9,4,7
776560,9,19,4
776564,9,2,3
776533,9,15,8
776534,9,0,3
776538,9,2,5
776540,9,3,5
776541,9,7,4
776542,9,7,11
776543,9,2,0
776544,9,2,10
776545,9,1,4
776546,9,2,7
776547,9,5,4
776548,9,19,9
776549,9,2,4
776551,10,5,7
776552,9,2,1
776516,9,1,11
776523,9,1,6
776524,9,3,9
776525,9,1,4
776526,9,3,4
776527,9,1,4
776528,9,3,1
776529,11,3,5
776530,9,3,12
776531,9,1,4
776532,10,3,2
776535,9,8,11
776536,9,2,4
776537,9,4,3
776539,9,3,10
776507,9,13,2
776508,9,6,9
776509,9,5,4
776510,9,0,3
776511,9,6,5
776512,9,0,5
776513,9,7,2
776514,9,3,2
776515,9,8,4
776517,9,5,2
776518,9,7,4
776519,9,1,5
776520,9,4,7
776521,9,2,4
776522,9,1,3
776492,9,2,8
776494,9,3,4
776495,10,5,7
776497,9,3,11
776498,9,2,0
776499,9,8,3
776500,9,8,10
776501,9,8,10
776502,9,5,6
776503,9,5,4
776504,9,10,2
776505,9,6,4
776506,10,7,6
776480,9,2,6
776481,9,5,3
776482,9,5,2
776483,9,2,1
776484,9,3,12
776485,9,6,5
776486,9,4,7
776487,9,4,3
776488,9,1,5
776489,9,1,7
776490,9,5,12
776491,9,9,12
776493,9,11,7
776496,9,9,7
776465,9,5,7
776466,9,3,4
776467,9,8,10
776468,9,2,0
776469,9,3,4
776470,9,5,1
776471,9,6,3
776472,9,8,7
776473,9,1,5
776474,9,1,8
776475,9,9,13
776476,9,9,4
776477,9,10,5
776478,9,6,2
776479,9,3,0
776458,9,4,2
776459,9,0,2
776461,9,5,3
776462,9,8,11
776463,9,4,3
776464,9,4,8
776442,9,3,0
776444,9,4,10
776445,9,2,8
776446,9,2,1
776448,9,10,5
776449,12,4,3
776450,9,4,5
776451,9,1,7
776452,9,5,7
776453,9,2,5
776454,9,2,1
776455,9,11,5
776456,9,3,9
776457,9,1,7
776460,9,4,1
776424,9,5,1
776430,9,4,17
776431,9,8,10
776432,9,0,11
776433,9,2,4
776434,9,11,2
776435,9,6,0
776436,9,3,1
776437,9,3,2
776438,9,2,3
776439,9,6,3
776440,9,1,2
776441,9,1,4
776443,9,4,3
776447,9,2,10
776414,9,4,3
776415,9,4,7
776416,9,4,3
776417,9,1,8
776418,9,4,2
776419,9,2,10
776420,9,3,6
776421,9,1,2
776422,9,1,5
776423,9,4,3
776425,9,4,6
776426,9,5,4
776427,9,2,5
776428,9,2,18
776429,9,3,2
776399,9,11,5
776400,9,4,2
776405,9,1,0
776406,9,5,0
776407,10,4,3
776408,9,3,1
776409,9,7,15
776410,9,0,7
776411,9,3,12
776412,9,4,1
776413,9,10,2
776388,9,4,5
776389,9,7,2
776390,9,12,2
776391,9,5,3
776392,9,2,4
776393,10,4,3
776394,9,5,3
776395,9,5,4
776396,9,0,6
776397,9,5,7
776398,9,2,12
776401,11,3,2
776402,9,1,6
776403,9,2,0
776404,9,9,3
776373,13,4,2
776374,9,3,5
776375,9,6,3
776376,9,4,3
776377,9,1,2
776378,9,6,5
776379,9,5,4
776380,9,9,0
776381,9,2,3
776382,9,3,4
776383,9,1,11
776384,9,11,3
776385,9,2,3
776386,9,8,3
776387,10,2,1
776362,12,7,6
776364,9,5,1
776365,9,2,0
776367,9,5,0
776368,9,9,3
776369,9,6,0
776370,9,3,2
776371,9,6,4
776372,9,3,2
776345,9,2,1
776350,10,5,1
776351,9,6,5
776352,9,6,4
776353,9,6,1
776354,9,8,2
776355,9,9,8
776356,9,8,2
776357,9,2,4
776358,9,3,0
776359,9,3,8
776360,9,3,11
776361,9,4,0
776363,9,1,4
776366,9,8,2
776328,9,7,13
776333,9,5,3
776336,9,1,5
776337,10,2,5
776338,9,4,5
776339,10,9,8
776340,9,11,5
776341,9,11,3
776342,9,8,6
776343,9,5,4
776344,9,3,5
776346,9,2,6
776347,11,6,4
776348,9,3,1
776349,9,2,3
776317,9,11,2
776320,9,4,3
776321,9,4,3
776322,9,11,2
776323,9,9,6
776324,9,4,6
776325,9,2,10
776326,9,2,3
776327,9,7,4
776329,9,8,3
776330,9,6,4
776331,9,3,2
776332,9,0,2
776334,9,3,10
776335,10,5,2
776309,9,8,1
776311,10,5,6
776312,9,6,11
776313,9,7,0
776314,9,1,4
776315,9,3,11
776316,11,1,2
776318,9,0,4
776319,9,6,3
776293,9,5,6
776294,9,6,5
776295,9,9,2
776297,9,6,9
776298,9,9,10
776300,9,3,0
776301,9,6,5
776302,9,5,12
776303,10,5,7
776304,9,8,3
776305,9,5,6
776306,9,7,8
776307,10,0,5
776308,9,1,4
776310,9,1,2
777825,9,3,6
776277,9,4,8
776279,11,1,5
776280,9,5,0
776283,9,2,6
776284,9,5,10
776285,9,1,3
776286,9,4,9
776287,9,4,8
776288,9,4,7
776289,9,7,5
776290,9,2,1
776291,9,9,2
776292,9,5,2
776296,9,0,4
776299,10,5,4
776269,9,4,0
776270,9,7,9
776271,9,2,1
776272,9,0,2
776274,9,5,2
776275,9,1,3
776276,9,6,1
776278,9,0,7
776281,9,3,5
776282,9,1,0
776251,12,4,6
776253,9,7,6
776255,9,2,8
776256,9,6,3
776259,9,12,6
776260,9,20,1
776261,9,7,11
776262,9,0,4
776263,9,2,6
776264,9,4,3
776265,9,7,1
776266,9,3,4
776267,9,7,4
776268,9,1,10
776273,9,4,2
776233,9,7,5
776241,9,0,3
776242,9,3,4
776243,9,0,8
776244,10,2,3
776245,9,2,1
776246,9,4,3
776247,9,3,6
776248,9,4,6
776249,9,2,0
776250,9,3,7
776252,11,3,5
776254,9,6,3
776257,9,1,6
776258,9,5,6
777839,9,0,6
776225,9,6,2
776226,9,2,4
776227,9,1,3
776228,9,3,7
776229,9,5,8
776230,9,9,2
776231,9,5,1
776232,9,3,1
776234,9,11,0
776235,9,2,3
776236,9,7,3
776237,9,2,3
776238,9,2,6
776239,9,1,0
776240,10,1,7
776220,9,5,6
776221,9,11,5
776222,11,5,4
776207,9,4,8
776208,9,5,1
776209,9,7,9
776210,9,1,4
776211,9,8,9
776212,9,4,3
776213,9,5,4
776214,9,7,0
776215,11,5,6
776216,9,3,2
776217,9,1,4
776218,9,5,2
776219,9,3,2
776223,9,6,0
776224,9,2,4
776192,9,4,2
776193,11,4,5
776194,9,9,2
776195,9,6,0
776196,9,4,3
776197,9,3,2
776198,9,1,3
776199,9,8,1
776200,9,3,4
776201,9,11,1
776202,11,3,4
776203,9,2,6
776204,9,5,1
776205,9,10,3
776206,9,1,7
776178,9,4,9
776179,9,6,2
776182,9,5,11
776183,9,0,4
776184,9,5,3
776185,9,0,8
776186,9,6,1
776187,9,5,8
776188,9,1,0
776189,9,2,4
776190,9,2,1
776191,9,6,5
776165,9,9,10
776166,9,6,3
776167,9,12,1
776168,9,2,3
776169,9,4,3
776170,9,7,4
776171,9,1,3
776172,9,4,3
776173,9,6,2
776174,9,8,4
776175,9,3,7
776176,9,3,1
776177,9,4,2
776180,9,3,9
776181,9,4,3
776146,9,4,3
776150,9,3,5
776152,9,5,1
776153,9,4,7
776154,9,2,4
776155,9,1,6
776156,9,1,3
776157,9,1,2
776158,9,3,2
776159,9,5,1
776160,9,6,5
776161,9,0,5
776162,9,6,1
776163,9,0,5
776164,9,7,3
776135,9,2,6
776136,9,12,4
776137,9,4,0
776138,9,2,9
776139,9,1,6
776140,9,3,2
776141,10,2,1
776142,9,2,0
776143,9,0,8
776144,9,4,2
776145,9,13,4
776147,10,9,8
776148,9,4,0
776149,9,4,1
776151,9,4,3
813066,9,3,1
813069,9,10,5
813072,9,1,2
813074,9,1,3
813064,9,0,3
813068,9,8,4
813070,9,4,3
813071,9,6,1
813059,9,3,1
813065,9,4,0
813073,9,3,6
813047,9,9,3
813051,9,3,5
813058,11,2,3
813063,9,10,1
813057,9,3,2
813062,9,13,7
823244,9,0,7
823081,9,9,7
823163,9,4,6
823325,9,2,8
823486,9,5,3
823649,9,11,7
823812,9,14,2
823974,9,8,2
824218,9,0,3
824541,9,0,3
824704,9,4,10
824865,9,2,1
822839,9,3,2
823162,9,5,1
823243,9,0,3
823324,9,2,5
823893,9,2,1
823971,9,5,4
824216,9,2,6
824946,9,6,0
822838,11,8,7
823082,10,6,5
823161,10,5,6
823241,9,1,3
823323,9,3,0
823488,10,4,5
823651,11,4,2
823811,9,6,1
823892,9,4,3
823973,9,3,2
824213,9,11,9
824540,11,6,5
824701,9,10,2
824862,9,1,4
824945,9,6,2
822837,9,5,2
823079,9,7,11
823160,9,8,0
823487,9,3,8
823647,10,3,4
823810,9,9,7
823891,9,4,3
824215,9,9,7
824538,9,3,2
824700,9,3,6
824864,9,8,6
824944,9,1,4
822834,9,5,14
823080,9,2,4
823159,9,2,1
823320,9,2,3
823484,9,2,13
823809,9,2,3
823890,9,4,9
823972,9,2,4
824135,9,3,1
824214,9,8,1
824539,9,2,0
824702,9,7,2
824863,9,2,5
824943,9,4,0
825108,9,9,6
822836,9,5,1
823077,9,3,0
823158,9,0,5
823322,9,3,9
823485,9,3,2
823807,9,6,2
823888,9,9,2
823969,9,4,1
824212,9,9,2
824537,9,3,8
824699,9,0,2
824861,9,5,8
824942,9,2,5
825107,9,7,5
822835,10,1,2
823078,11,2,1
823157,9,3,5
823321,9,7,1
823483,10,6,5
823806,9,8,2
823889,9,10,0
823970,9,1,4
824136,9,13,9
824211,9,6,4
824536,9,3,8
824698,9,6,2
824860,9,8,3
824940,9,5,1
825106,9,1,0
823242,9,7,2
824133,9,1,5
825105,9,2,17
822758,9,6,13
822919,9,3,5
823240,9,3,10
823406,9,5,4
823568,9,8,2
823732,9,10,4
824056,10,1,3
824299,9,4,0
824377,9,1,10
824458,9,4,1
824621,10,5,4
824786,9,5,2
825026,9,11,4
825103,9,0,2
822757,9,5,10
822920,9,0,2
823239,9,0,9
823404,9,3,2
823569,9,9,7
823730,9,1,7
824054,9,1,0
824132,9,2,5
824134,9,8,2
824295,9,11,6
824378,9,1,2
824622,9,6,3
824782,9,2,3
825027,9,0,11
825104,9,2,1
822756,9,6,8
822917,9,1,2
823238,9,2,5
823405,9,8,2
823566,9,6,7
823729,10,1,4
824053,11,8,7
824131,9,5,8
824296,9,3,5
824379,9,4,1
824459,9,0,1
824460,9,6,5
824620,9,3,0
824781,9,6,8
825025,10,12,10
825102,10,6,5
822755,9,9,6
822832,9,2,14
822918,9,2,1
823002,9,6,4
823237,9,4,6
823401,9,0,5
823728,9,7,3
823886,9,0,2
824052,9,6,2
824376,9,9,7
824456,9,2,4
824619,9,1,2
824783,9,6,8
822754,10,6,7
822831,9,1,4
822916,9,3,2
822999,9,2,9
823235,9,6,0
823402,9,7,1
823567,9,5,3
823648,10,4,3
823727,9,4,2
823887,10,3,6
824051,9,2,7
824375,9,5,1
824457,9,2,1
824618,9,2,4
824780,9,3,2
822753,9,1,6
822833,9,4,3
822915,9,3,0
823000,9,2,6
823234,9,5,0
823403,9,2,8
823564,9,2,3
823646,9,2,7
823726,9,8,6
823885,9,7,4
824050,9,2,8
824374,9,9,1
824455,9,10,2
824617,9,3,5
824779,9,5,0
823319,12,7,3
823565,9,0,1
823645,9,1,7
823724,9,3,1
823884,9,8,1
824130,9,0,2
822829,9,10,4
822997,9,5,3
823076,9,3,2
823156,9,9,6
823318,9,5,2
823482,9,4,5
823643,9,0,4
823808,9,3,7
823968,9,8,7
824128,9,2,0
824297,9,2,0
824534,9,2,10
824695,9,0,2
824858,9,3,6
824941,9,11,5
822830,9,4,7
822996,10,5,4
823074,9,1,7
823155,9,8,7
823316,9,9,5
823480,9,4,3
823644,9,6,11
823805,9,1,3
823967,9,6,3
824129,9,2,0
824294,9,6,1
824535,9,7,3
824697,11,3,4
824857,9,6,2
824939,9,0,6
822828,9,2,8
822998,9,5,4
823075,9,3,9
823154,9,6,1
823317,9,7,2
823479,9,3,4
823642,9,0,1
823804,9,6,8
823966,9,2,5
824126,9,5,6
824293,9,8,2
824533,9,6,9
824696,9,7,6
824859,9,6,2
824938,9,13,1
823073,9,3,9
823153,9,6,2
823400,9,16,5
823481,9,13,7
823563,9,11,10
823725,9,13,6
823964,9,4,0
824856,9,9,7
824937,9,4,10
825024,9,1,8
823072,10,6,5
823315,9,4,1
823398,9,4,5
823478,9,4,10
823562,9,1,7
823723,9,6,0
823802,10,7,9
823965,9,2,1
824210,9,7,6
824292,9,2,1
824531,9,2,1
824616,9,5,8
824853,9,3,4
824935,9,6,5
825022,9,2,1
823071,9,5,3
823314,9,7,6
823399,9,2,0
823477,9,2,11
823561,9,5,4
823722,9,5,9
823803,9,2,1
823963,9,8,2
824209,9,3,1
824291,9,2,1
824532,9,8,3
824615,9,3,8
824855,10,5,8
824936,9,6,3
825021,9,6,5
823313,9,5,2
823396,10,7,8
823560,9,4,11
823801,9,2,1
824208,9,2,3
824289,9,10,9
824453,9,4,2
824530,9,0,3
824614,9,3,5
825023,9,6,9
822752,9,5,10
823152,9,0,5
823397,9,5,1
823476,9,0,9
823559,9,4,2
823720,9,1,2
823883,10,5,7
824048,9,8,0
824207,9,4,9
824373,9,1,7
824454,9,4,6
824693,9,12,4
824778,10,1,0
825019,9,2,9
825101,9,6,3
822751,12,6,7
823151,9,7,3
823394,13,7,8
823474,9,1,3
823558,9,13,4
823721,9,4,5
823882,9,2,5
824049,9,1,4
824206,9,5,7
824372,9,4,3
824451,9,4,2
824694,9,4,2
824775,9,1,4
825020,11,7,6
825098,9,6,2
822750,9,3,0
823150,9,5,2
823393,9,6,3
823475,9,2,4
823556,9,7,0
823718,10,4,7
823881,9,5,3
824047,9,1,2
824205,10,5,7
824371,9,9,6
824452,9,8,4
824691,10,2,1
824777,9,2,6
825018,9,4,7
825100,9,4,10
822749,9,4,9
822994,9,1,6
823149,9,4,6
823879,9,5,3
824046,9,2,5
824125,12,5,7
824370,9,3,12
824450,9,2,9
824692,9,5,1
824776,9,8,6
822747,9,11,4
822914,9,5,1
822995,9,6,12
823148,9,2,5
823236,9,3,1
823640,9,3,5
823880,9,3,5
824045,9,2,4
824127,9,6,5
824290,9,4,12
824369,9,0,1
824448,9,8,5
824690,9,7,4
824773,9,0,4
825099,9,5,11
822748,9,6,8
822913,9,4,8
822993,9,6,1
823147,9,5,4
823231,9,3,0
823641,9,3,2
823878,9,4,1
824044,9,7,3
824123,9,6,8
824286,9,5,2
824367,9,8,3
824449,9,0,2
824688,9,7,2
824774,9,1,4
825097,9,11,7
822745,9,2,7
822912,9,6,1
823233,9,0,3
823639,9,10,8
824288,9,5,4
824368,9,8,10
824689,10,8,7
824770,9,2,4
825096,9,1,4
822827,9,6,8
822909,9,1,8
822992,9,6,2
823069,9,2,3
823232,9,4,9
823638,9,3,4
823800,9,0,6
823962,9,4,6
824124,9,6,3
824204,9,4,12
824529,9,9,8
824611,9,5,4
824854,9,10,3
824932,9,5,3
822826,9,5,3
822910,9,4,3
822989,9,6,1
823070,9,9,11
823229,9,6,2
823799,10,3,6
823960,9,12,4
824121,9,12,1
824203,9,3,8
824527,9,9,2
824613,10,3,6
824851,9,1,17
824933,10,5,8
825093,9,4,6
822824,9,4,2
822911,9,1,2
822991,9,4,2
823068,9,2,3
823230,9,6,3
823635,9,1,3
823637,9,0,3
823797,9,5,0
823959,9,6,0
824122,10,11,9
824202,9,7,4
824528,9,3,8
824612,10,1,2
824852,9,3,5
824934,9,6,2
825094,9,12,7
822825,9,0,5
822906,9,2,4
823311,9,9,7
823395,9,2,4
823719,9,11,4
823961,9,5,4
824446,9,2,3
824609,9,8,7
822823,9,3,0
822908,9,2,3
823310,9,3,8
823390,9,7,11
823473,9,7,0
823636,9,8,0
823716,9,1,7
823798,9,13,2
823956,9,1,2
824447,9,0,1
824526,9,7,2
824610,9,5,2
824849,9,5,3
824931,9,5,2
825017,10,1,4
822821,9,8,1
822907,9,3,0
823312,9,4,5
823392,9,4,5
823633,9,2,14
823717,9,3,5
823796,9,2,6
823958,9,2,3
824445,9,3,1
824525,9,2,13
824608,10,3,2
824930,9,4,3
825015,9,5,2
823391,9,5,10
823471,10,6,5
823472,9,3,2
823634,9,4,5
823714,9,7,1
823795,9,13,1
824524,9,6,4
824848,9,10,3
824850,9,5,11
824929,9,2,5
825016,9,6,3
822744,9,1,6
822990,9,3,0
823066,9,7,2
823146,9,6,7
823309,9,2,8
823389,9,9,1
823557,9,7,2
823713,9,3,7
823877,9,5,6
824041,9,3,4
824287,9,4,5
824366,9,6,8
824686,9,6,5
824772,9,3,1
825012,9,5,8
822746,9,1,4
822988,9,5,1
823067,9,3,2
823144,10,2,3
823308,9,0,4
823388,9,17,7
823554,9,9,4
823715,9,4,11
823876,9,4,0
824042,10,4,3
824284,9,5,1
824365,9,1,9
824685,9,2,0
824771,9,3,6
825014,9,6,14
822742,9,3,2
822987,10,2,1
823065,9,1,4
823145,9,1,4
823307,9,4,3
823387,9,1,0
823555,9,11,3
823711,9,4,3
823875,9,2,7
824043,9,1,5
824285,9,7,1
824364,9,6,11
824687,9,8,4
824769,10,1,3
825013,9,7,1
822984,9,5,1
823064,9,6,3
823143,9,5,4
823228,9,3,2
823552,9,12,1
823874,9,0,1
824039,9,0,6
824120,9,6,2
824201,9,3,8
824283,9,4,5
824363,9,2,4
824684,9,5,4
822743,9,3,11
822986,9,4,3
823142,9,2,3
823227,9,5,10
823469,9,9,1
823553,9,7,4
823873,9,7,9
824040,9,4,3
824119,9,5,3
824200,9,2,1
824281,9,3,10
824682,10,3,2
825092,9,9,0
822740,9,15,2
822985,9,3,0
823063,9,2,6
823141,9,3,1
823226,9,1,5
823470,9,6,3
823550,9,1,6
823872,9,4,7
824036,9,8,2
824118,9,1,3
824198,9,2,12
824282,9,0,4
824361,9,5,10
824683,10,7,6
825091,9,0,1
822741,9,7,5
823306,9,1,2
823467,9,1,12
823551,9,9,2
823870,9,4,3
824117,9,5,8
824362,9,6,2
824681,9,8,3
824767,9,4,8
825090,9,2,4
822822,9,2,0
822904,9,1,7
823225,9,5,2
823303,9,0,6
823466,11,7,9
823794,9,6,0
823871,9,2,3
823957,9,3,1
824116,9,4,3
824443,9,6,4
824522,9,0,10
824607,9,8,12
824768,9,2,0
824846,9,3,4
825088,10,1,3
822820,9,14,1
822905,9,6,0
823224,9,3,13
823304,9,4,2
823468,9,9,3
823792,10,4,3
823869,9,8,7
823955,9,2,7
824115,9,5,1
824444,11,1,2
824523,9,3,1
824606,9,6,1
824847,9,2,6
825089,9,2,1
822819,9,1,6
822902,9,3,0
823221,12,7,6
823305,10,3,2
823463,9,6,0
823793,9,4,3
823868,9,5,2
823954,9,2,7
824113,9,3,6
824440,9,4,5
824520,9,5,0
824605,9,2,1
824765,9,1,4
824845,9,2,1
825085,9,5,1
822818,9,5,8
822901,9,0,1
823953,9,3,9
824199,9,1,3
824441,9,7,2
824844,9,3,2
822817,10,6,7
822903,9,7,4
823385,9,3,1
823632,9,10,2
823712,9,3,0
823790,9,6,4
823951,9,2,6
824197,9,2,10
824442,9,3,2
824521,9,4,10
824604,9,6,5
824764,9,1,2
824843,9,2,6
824927,9,5,2
825011,9,4,6
822815,10,5,3
822900,9,6,5
823386,9,4,10
823631,10,3,2
823710,9,5,9
823791,9,1,3
823952,9,4,0
824195,10,4,3
824438,9,4,2
824519,10,7,8
824603,9,6,5
824763,9,3,1
824841,9,7,0
824928,9,4,1
825010,9,6,2
823383,9,7,2
823630,9,9,4
823709,9,9,1
823789,9,7,1
823950,9,5,2
824196,9,3,8
824517,9,15,1
824602,9,6,2
824762,9,1,3
824926,9,0,2
825008,9,4,5
822739,9,3,2
822983,9,7,2
823061,11,5,4
823140,9,0,2
823384,10,9,11
823629,9,2,5
823707,9,2,3
824037,9,0,6
824194,9,2,0
824280,9,3,2
824360,9,1,9
824439,9,6,7
824601,9,5,10
824925,10,3,2
825009,9,5,2
822737,9,13,3
822981,10,5,10
823060,9,4,2
823139,9,4,7
823382,9,0,6
823627,9,6,3
823706,9,1,2
824038,9,2,15
824193,9,4,1
824278,10,1,2
824359,9,4,2
824435,9,7,4
824600,9,8,3
824924,9,2,3
825007,9,4,6
822738,9,3,7
822982,9,6,3
823058,9,0,2
823138,9,3,8
823381,9,0,6
823628,10,7,6
823708,9,5,4
824034,9,1,10
824192,9,0,8
824279,9,1,4
824358,9,6,8
824436,9,10,3
824599,10,9,8
824923,9,8,1
825006,9,1,10
822734,12,7,16
822980,9,16,6
823137,9,6,1
823301,9,1,0
823465,9,5,4
823549,9,7,6
823705,9,6,3
823867,9,12,0
824035,9,2,1
824114,9,1,3
824277,9,2,8
824357,9,7,6
824680,9,3,9
825087,9,12,2
822736,9,9,6
822979,9,4,1
823059,10,9,6
823136,9,1,2
823302,9,4,5
823464,9,1,4
823548,9,5,4
823704,9,1,2
823865,9,4,8
824033,9,6,14
824112,9,1,7
824276,9,3,4
