game_id,season,week,game_type,gameday,away_team,home_team,away_score,home_score,result,total,spread_line,total_line,n_plays
2019_18_MIN_NO,2019,18,WC,2020-01-05,MIN,NO,26,20,-6,46,7.5,50.0,181
2019_18_SEA_PHI,2019,18,WC,2020-01-05,SEA,PHI,17,9,-8,26,1.0,44.0,168
2019_19_MIN_SF,2019,19,DIV,2020-01-11,MIN,SF,10,27,17,37,7.0,44.5,155
2019_19_TEN_BAL,2019,19,DIV,2020-01-11,TEN,BAL,28,12,-16,40,10.0,47.5,186
2019_19_HOU_KC,2019,19,DIV,2020-01-12,HOU,KC,31,51,20,82,10.0,50.5,193
2019_19_SEA_GB,2019,19,DIV,2020-01-12,SEA,GB,23,28,5,51,4.5,46.0,168
2019_20_TEN_KC,2019,20,CON,2020-01-19,TEN,KC,24,35,11,59,7.5,51.0,170
2019_20_GB_SF,2019,20,CON,2020-01-19,GB,SF,20,37,17,57,8.0,46.5,161
2019_21_SF_KC,2019,21,SB,2020-02-02,SF,KC,20,31,11,51,1.5,52.5,172
2020_01_HOU_KC,2020,1,REG,2020-09-10,HOU,KC,20,34,14,54,9.5,53.5,168
2020_01_SEA_ATL,2020,1,REG,2020-09-13,SEA,ATL,38,25,-13,63,1.0,49.5,190
2020_01_CLE_BAL,2020,1,REG,2020-09-13,CLE,BAL,6,38,32,44,7.0,47.0,169
2020_01_NYJ_BUF,2020,1,REG,2020-09-13,NYJ,BUF,17,27,10,44,6.5,39.5,186
2020_01_LV_CAR,2020,1,REG,2020-09-13,LV,CAR,34,30,-4,64,-3.0,48.0,175
2020_01_CHI_DET,2020,1,REG,2020-09-13,CHI,DET,27,23,-4,50,2.5,42.5,193
2020_01_IND_JAX,2020,1,REG,2020-09-13,IND,JAX,20,27,7,47,-7.0,44.0,159
2020_01_GB_MIN,2020,1,REG,2020-09-13,GB,MIN,43,34,-9,77,1.0,45.0,172
2020_01_MIA_NE,2020,1,REG,2020-09-13,MIA,NE,11,21,10,32,7.5,41.5,156
2020_01_PHI_WAS,2020,1,REG,2020-09-13,PHI,WAS,17,27,10,44,-5.5,41.5,189
2020_01_LAC_CIN,2020,1,REG,2020-09-13,LAC,CIN,16,13,-3,29,-2.5,41.5,192
2020_01_TB_NO,2020,1,REG,2020-09-13,TB,NO,23,34,11,57,4.0,48.5,189
2020_01_ARI_SF,2020,1,REG,2020-09-13,ARI,SF,24,20,-4,44,7.0,48.5,188
2020_01_DAL_LA,2020,1,REG,2020-09-13,DAL,LA,17,20,3,37,1.0,52.0,188
2020_01_PIT_NYG,2020,1,REG,2020-09-14,PIT,NYG,26,16,-10,42,-6.0,44.0,174
2020_01_TEN_DEN,2020,1,REG,2020-09-14,TEN,DEN,16,14,-2,30,-3.0,41.0,180
2020_02_CIN_CLE,2020,2,REG,2020-09-17,CIN,CLE,30,35,5,65,6.0,44.5,193
2020_02_NYG_CHI,2020,2,REG,2020-09-20,NYG,CHI,13,17,4,30,4.5,42.5,166
2020_02_ATL_DAL,2020,2,REG,2020-09-20,ATL,DAL,39,40,1,79,3.0,53.0,209
2020_02_DET_GB,2020,2,REG,2020-09-20,DET,GB,21,42,21,63,7.0,51.0,179
2020_02_MIN_IND,2020,2,REG,2020-09-20,MIN,IND,11,28,17,39,3.5,49.0,163
2020_02_BUF_MIA,2020,2,REG,2020-09-20,BUF,MIA,31,28,-3,59,-5.5,42.5,181
2020_02_SF_NYJ,2020,2,REG,2020-09-20,SF,NYJ,31,13,-18,44,-7.0,41.5,163
2020_02_LA_PHI,2020,2,REG,2020-09-20,LA,PHI,37,19,-18,56,2.0,46.0,180
2020_02_DEN_PIT,2020,2,REG,2020-09-20,DEN,PIT,21,26,5,47,6.0,41.0,188
2020_02_CAR_TB,2020,2,REG,2020-09-20,CAR,TB,17,31,14,48,7.5,47.0,177
2020_02_JAX_TEN,2020,2,REG,2020-09-20,JAX,TEN,30,33,3,63,7.0,44.5,185
2020_02_WAS_ARI,2020,2,REG,2020-09-20,WAS,ARI,15,30,15,45,7.5,46.5,186
2020_02_BAL_HOU,2020,2,REG,2020-09-20,BAL,HOU,33,16,-17,49,-7.5,49.5,169
2020_02_KC_LAC,2020,2,REG,2020-09-20,KC,LAC,23,20,-3,43,-8.5,47.0,206
2020_02_NE_SEA,2020,2,REG,2020-09-20,NE,SEA,30,35,5,65,4.0,45.0,180
2020_02_NO_LV,2020,2,REG,2020-09-21,NO,LV,24,34,10,58,-4.0,47.5,183
2020_03_MIA_JAX,2020,3,REG,2020-09-24,MIA,JAX,31,13,-18,44,3.0,49.0,165
2020_03_CHI_ATL,2020,3,REG,2020-09-27,CHI,ATL,30,26,-4,56,2.5,46.0,199
2020_03_LA_BUF,2020,3,REG,2020-09-27,LA,BUF,32,35,3,67,1.5,46.5,168
2020_03_WAS_CLE,2020,3,REG,2020-09-27,WAS,CLE,20,34,14,54,7.5,45.0,166
2020_03_TEN_MIN,2020,3,REG,2020-09-27,TEN,MIN,31,30,-1,61,-3.0,49.5,186
2020_03_LV_NE,2020,3,REG,2020-09-27,LV,NE,20,36,16,56,7.0,47.0,173
2020_03_SF_NYG,2020,3,REG,2020-09-27,SF,NYG,36,9,-27,45,-3.0,44.0,168
2020_03_CIN_PHI,2020,3,REG,2020-09-27,CIN,PHI,23,23,0,46,5.5,46.5,224
2020_03_HOU_PIT,2020,3,REG,2020-09-27,HOU,PIT,21,28,7,49,4.0,46.5,168
2020_03_NYJ_IND,2020,3,REG,2020-09-27,NYJ,IND,7,36,29,43,12.5,44.0,161
2020_03_CAR_LAC,2020,3,REG,2020-09-27,CAR,LAC,21,16,-5,37,6.0,43.5,171
2020_03_DET_ARI,2020,3,REG,2020-09-27,DET,ARI,26,23,-3,49,4.5,55.5,175
2020_03_TB_DEN,2020,3,REG,2020-09-27,TB,DEN,28,10,-18,38,-6.0,42.5,172
2020_03_DAL_SEA,2020,3,REG,2020-09-27,DAL,SEA,31,38,7,69,5.5,58.0,210
2020_03_GB_NO,2020,3,REG,2020-09-27,GB,NO,37,30,-7,67,3.5,52.0,168
2020_03_KC_BAL,2020,3,REG,2020-09-28,KC,BAL,34,20,-14,54,3.5,55.0,175
2020_04_DEN_NYJ,2020,4,REG,2020-10-01,DEN,NYJ,37,28,-9,65,1.0,41.0,199
2020_04_ARI_CAR,2020,4,REG,2020-10-04,ARI,CAR,21,31,10,52,-3.0,52.5,176
2020_04_JAX_CIN,2020,4,REG,2020-10-04,JAX,CIN,25,33,8,58,1.0,50.0,188
2020_04_CLE_DAL,2020,4,REG,2020-10-04,CLE,DAL,49,38,-11,87,3.5,56.5,205
2020_04_NO_DET,2020,4,REG,2020-10-04,NO,DET,35,29,-6,64,-3.0,51.5,169
2020_04_MIN_HOU,2020,4,REG,2020-10-04,MIN,HOU,31,23,-8,54,3.5,52.5,175
2020_04_SEA_MIA,2020,4,REG,2020-10-04,SEA,MIA,31,23,-8,54,-4.5,55.0,175
2020_04_LAC_TB,2020,4,REG,2020-10-04,LAC,TB,31,38,7,69,7.5,42.5,174
2020_04_BAL_WAS,2020,4,REG,2020-10-04,BAL,WAS,31,17,-14,48,-14.5,45.0,173
2020_04_NYG_LA,2020,4,REG,2020-10-04,NYG,LA,9,17,8,26,13.5,49.5,162
2020_04_IND_CHI,2020,4,REG,2020-10-04,IND,CHI,19,11,-8,30,-3.5,43.5,180
2020_04_BUF_LV,2020,4,REG,2020-10-04,BUF,LV,30,23,-7,53,-3.0,53.0,175
2020_04_PHI_SF,2020,4,REG,2020-10-04,PHI,SF,25,20,-5,45,8.5,45.5,176
2020_04_NE_KC,2020,4,REG,2020-10-05,NE,KC,10,26,16,36,7.0,52.5,169
2020_04_ATL_GB,2020,4,REG,2020-10-05,ATL,GB,16,30,14,46,5.0,56.5,172
2020_05_TB_CHI,2020,5,REG,2020-10-08,TB,CHI,19,20,1,39,-3.5,44.0,179
2020_05_CAR_ATL,2020,5,REG,2020-10-11,CAR,ATL,23,16,-7,39,2.5,53.5,176
2020_05_CIN_BAL,2020,5,REG,2020-10-11,CIN,BAL,3,27,24,30,12.5,49.0,170
2020_05_JAX_HOU,2020,5,REG,2020-10-11,JAX,HOU,14,30,16,44,6.5,55.0,173
2020_05_LV_KC,2020,5,REG,2020-10-11,LV,KC,40,32,-8,72,11.0,54.5,191
2020_05_ARI_NYJ,2020,5,REG,2020-10-11,ARI,NYJ,30,10,-20,40,-7.0,48.5,181
2020_05_PHI_PIT,2020,5,REG,2020-10-11,PHI,PIT,29,38,9,67,7.5,44.0,178
2020_05_LA_WAS,2020,5,REG,2020-10-11,LA,WAS,30,10,-20,40,-7.0,45.0,163
2020_05_MIA_SF,2020,5,REG,2020-10-11,MIA,SF,43,17,-26,60,8.5,50.5,176
2020_05_IND_CLE,2020,5,REG,2020-10-11,IND,CLE,23,32,9,55,1.0,48.5,170
2020_05_NYG_DAL,2020,5,REG,2020-10-11,NYG,DAL,34,37,3,71,7.5,52.0,181
2020_05_MIN_SEA,2020,5,REG,2020-10-11,MIN,SEA,26,27,1,53,6.5,54.0,181
2020_05_LAC_NO,2020,5,REG,2020-10-12,LAC,NO,27,30,3,57,7.0,49.5,201
2020_05_BUF_TEN,2020,5,REG,2020-10-13,BUF,TEN,16,42,26,58,-3.0,52.0,183
2020_06_CHI_CAR,2020,6,REG,2020-10-18,CHI,CAR,23,16,-7,39,2.0,45.0,181
2020_06_CIN_IND,2020,6,REG,2020-10-18,CIN,IND,27,31,4,58,7.5,46.0,178
2020_06_DET_JAX,2020,6,REG,2020-10-18,DET,JAX,34,16,-18,50,-3.0,52.5,181
2020_06_ATL_MIN,2020,6,REG,2020-10-18,ATL,MIN,40,23,-17,63,3.5,53.0,176
2020_06_DEN_NE,2020,6,REG,2020-10-18,DEN,NE,18,12,-6,30,7.0,43.5,157
2020_06_WAS_NYG,2020,6,REG,2020-10-18,WAS,NYG,19,20,1,39,2.0,42.5,157
2020_06_BAL_PHI,2020,6,REG,2020-10-18,BAL,PHI,30,28,-2,58,-10.5,46.5,194
2020_06_CLE_PIT,2020,6,REG,2020-10-18,CLE,PIT,7,38,31,45,3.0,50.0,161
2020_06_HOU_TEN,2020,6,REG,2020-10-18,HOU,TEN,36,42,6,78,4.0,52.0,193
2020_06_NYJ_MIA,2020,6,REG,2020-10-18,NYJ,MIA,0,24,24,24,9.5,46.0,169
2020_06_GB_TB,2020,6,REG,2020-10-18,GB,TB,10,38,28,48,-3.0,55.0,167
2020_06_LA_SF,2020,6,REG,2020-10-18,LA,SF,16,24,8,40,-2.0,51.0,178
2020_06_KC_BUF,2020,6,REG,2020-10-19,KC,BUF,26,17,-9,43,-5.5,55.0,166
2020_06_ARI_DAL,2020,6,REG,2020-10-19,ARI,DAL,38,10,-28,48,1.0,55.5,191
2020_07_NYG_PHI,2020,7,REG,2020-10-22,NYG,PHI,21,22,1,43,5.0,44.5,182
2020_07_DET_ATL,2020,7,REG,2020-10-25,DET,ATL,23,22,-1,45,1.0,54.0,176
2020_07_CLE_CIN,2020,7,REG,2020-10-25,CLE,CIN,37,34,-3,71,-4.5,50.0,176
2020_07_GB_HOU,2020,7,REG,2020-10-25,GB,HOU,35,20,-15,55,-2.5,55.5,173
2020_07_CAR_NO,2020,7,REG,2020-10-25,CAR,NO,24,27,3,51,7.0,49.5,151
2020_07_BUF_NYJ,2020,7,REG,2020-10-25,BUF,NYJ,18,10,-8,28,-9.5,47.0,171
2020_07_PIT_TEN,2020,7,REG,2020-10-25,PIT,TEN,27,24,-3,51,1.0,51.0,179
2020_07_DAL_WAS,2020,7,REG,2020-10-25,DAL,WAS,3,25,22,28,-1.0,44.5,158
2020_07_TB_LV,2020,7,REG,2020-10-25,TB,LV,45,20,-25,65,-3.5,51.5,180
2020_07_KC_DEN,2020,7,REG,2020-10-25,KC,DEN,43,16,-27,59,-7.0,46.0,169
2020_07_JAX_LAC,2020,7,REG,2020-10-25,JAX,LAC,29,39,10,68,8.0,48.0,184
2020_07_SF_NE,2020,7,REG,2020-10-25,SF,NE,33,6,-27,39,3.0,44.0,151
2020_07_SEA_ARI,2020,7,REG,2020-10-25,SEA,ARI,34,37,3,71,-3.5,55.5,223
2020_07_CHI_LA,2020,7,REG,2020-10-26,CHI,LA,10,24,14,34,6.5,44.0,177
2020_08_ATL_CAR,2020,8,REG,2020-10-29,ATL,CAR,25,17,-8,42,1.5,52.0,163
2020_08_PIT_BAL,2020,8,REG,2020-11-01,PIT,BAL,28,24,-4,52,4.0,44.0,177
2020_08_NE_BUF,2020,8,REG,2020-11-01,NE,BUF,21,24,3,45,4.0,41.0,167
2020_08_TEN_CIN,2020,8,REG,2020-11-01,TEN,CIN,20,31,11,51,-7.5,49.5,179
2020_08_LV_CLE,2020,8,REG,2020-11-01,LV,CLE,16,6,-10,22,1.0,48.0,157
2020_08_IND_DET,2020,8,REG,2020-11-01,IND,DET,41,21,-20,62,-3.5,49.0,182
2020_08_MIN_GB,2020,8,REG,2020-11-01,MIN,GB,28,22,-6,50,5.5,47.0,163
2020_08_NYJ_KC,2020,8,REG,2020-11-01,NYJ,KC,9,35,26,44,20.0,49.0,165
2020_08_LA_MIA,2020,8,REG,2020-11-01,LA,MIA,17,28,11,45,-3.5,46.5,195
2020_08_LAC_DEN,2020,8,REG,2020-11-01,LAC,DEN,30,31,1,61,-3.0,44.5,199
2020_08_NO_CHI,2020,8,REG,2020-11-01,NO,CHI,26,23,-3,49,-5.5,41.0,201
2020_08_SF_SEA,2020,8,REG,2020-11-01,SF,SEA,27,37,10,64,1.0,54.5,183
2020_08_DAL_PHI,2020,8,REG,2020-11-01,DAL,PHI,9,23,14,32,10.0,43.0,179
2020_08_TB_NYG,2020,8,REG,2020-11-02,TB,NYG,25,23,-2,48,-13.0,47.0,188
2020_09_GB_SF,2020,9,REG,2020-11-05,GB,SF,34,17,-17,51,-6.0,48.5,165
2020_09_DEN_ATL,2020,9,REG,2020-11-08,DEN,ATL,27,34,7,61,4.5,50.0,191
2020_09_SEA_BUF,2020,9,REG,2020-11-08,SEA,BUF,34,44,10,78,-3.0,55.0,186
2020_09_BAL_IND,2020,9,REG,2020-11-08,BAL,IND,24,10,-14,34,1.0,48.0,172
2020_09_HOU_JAX,2020,9,REG,2020-11-08,HOU,JAX,27,25,-2,52,-7.0,49.0,178
2020_09_CAR_KC,2020,9,REG,2020-11-08,CAR,KC,31,33,2,64,10.0,51.5,192
2020_09_DET_MIN,2020,9,REG,2020-11-08,DET,MIN,20,34,14,54,3.0,51.5,175
2020_09_CHI_TEN,2020,9,REG,2020-11-08,CHI,TEN,17,24,7,41,6.5,46.5,180
2020_09_NYG_WAS,2020,9,REG,2020-11-08,NYG,WAS,23,20,-3,43,3.0,43.0,171
2020_09_LV_LAC,2020,9,REG,2020-11-08,LV,LAC,31,26,-5,57,-1.0,52.5,175
2020_09_MIA_ARI,2020,9,REG,2020-11-08,MIA,ARI,34,31,-3,65,6.0,49.0,179
2020_09_PIT_DAL,2020,9,REG,2020-11-08,PIT,DAL,24,19,-5,43,-14.0,44.0,183
2020_09_NO_TB,2020,9,REG,2020-11-08,NO,TB,38,3,-35,41,3.0,51.0,157
2020_09_NE_NYJ,2020,9,REG,2020-11-09,NE,NYJ,30,27,-3,57,-9.5,41.5,167
2020_10_IND_TEN,2020,10,REG,2020-11-12,IND,TEN,34,17,-17,51,-1.0,49.0,171
2020_10_TB_CAR,2020,10,REG,2020-11-15,TB,CAR,46,23,-23,69,-6.0,49.5,173
2020_10_HOU_CLE,2020,10,REG,2020-11-15,HOU,CLE,7,10,3,17,4.5,46.0,155
2020_10_WAS_DET,2020,10,REG,2020-11-15,WAS,DET,27,30,3,57,2.5,46.0,193
2020_10_JAX_GB,2020,10,REG,2020-11-15,JAX,GB,20,24,4,44,13.5,47.0,174
2020_10_PHI_NYG,2020,10,REG,2020-11-15,PHI,NYG,17,27,10,44,-4.5,45.0,182
2020_10_BUF_ARI,2020,10,REG,2020-11-15,BUF,ARI,30,32,2,62,3.0,55.5,202
2020_10_DEN_LV,2020,10,REG,2020-11-15,DEN,LV,12,37,25,49,3.5,50.5,186
2020_10_LAC_MIA,2020,10,REG,2020-11-15,LAC,MIA,21,29,8,50,1.0,48.5,169
2020_10_SEA_LA,2020,10,REG,2020-11-15,SEA,LA,16,23,7,39,3.0,55.0,179
2020_10_SF_NO,2020,10,REG,2020-11-15,SF,NO,13,27,14,40,9.5,49.5,174
2020_10_CIN_PIT,2020,10,REG,2020-11-15,CIN,PIT,10,36,26,46,6.5,45.5,189
2020_10_BAL_NE,2020,10,REG,2020-11-15,BAL,NE,17,23,6,40,-7.0,44.0,164
2020_10_MIN_CHI,2020,10,REG,2020-11-16,MIN,CHI,19,13,-6,32,-3.5,44.0,162
2020_11_ARI_SEA,2020,11,REG,2020-11-19,ARI,SEA,21,28,7,49,3.0,56.5,177
2020_11_TEN_BAL,2020,11,REG,2020-11-22,TEN,BAL,30,24,-6,54,6.0,50.5,176
2020_11_DET_CAR,2020,11,REG,2020-11-22,DET,CAR,0,20,20,20,-3.0,47.0,166
2020_11_PHI_CLE,2020,11,REG,2020-11-22,PHI,CLE,17,22,5,39,2.5,45.5,181
2020_11_NE_HOU,2020,11,REG,2020-11-22,NE,HOU,20,27,7,47,-2.5,49.5,170
2020_11_PIT_JAX,2020,11,REG,2020-11-22,PIT,JAX,27,3,-24,30,-11.0,47.0,176
2020_11_ATL_NO,2020,11,REG,2020-11-22,ATL,NO,9,24,15,33,3.5,49.5,174
2020_11_CIN_WAS,2020,11,REG,2020-11-22,CIN,WAS,9,20,11,29,2.0,48.0,174
2020_11_MIA_DEN,2020,11,REG,2020-11-22,MIA,DEN,13,20,7,33,-4.0,46.0,170
2020_11_NYJ_LAC,2020,11,REG,2020-11-22,NYJ,LAC,28,34,6,62,10.0,47.0,192
2020_11_GB_IND,2020,11,REG,2020-11-22,GB,IND,31,34,3,65,1.5,52.0,192
2020_11_DAL_MIN,2020,11,REG,2020-11-22,DAL,MIN,31,28,-3,59,7.0,50.0,170
2020_11_KC_LV,2020,11,REG,2020-11-22,KC,LV,35,31,-4,66,-7.5,56.5,181
2020_11_LA_TB,2020,11,REG,2020-11-23,LA,TB,27,24,-3,51,4.0,47.5,188
2020_12_HOU_DET,2020,12,REG,2020-11-26,HOU,DET,41,25,-16,66,-3.0,52.5,180
2020_12_WAS_DAL,2020,12,REG,2020-11-26,WAS,DAL,41,16,-25,57,2.5,46.0,170
2020_12_LV_ATL,2020,12,REG,2020-11-29,LV,ATL,6,43,37,49,-3.5,53.0,187
2020_12_LAC_BUF,2020,12,REG,2020-11-29,LAC,BUF,17,27,10,44,4.5,51.0,186
2020_12_NYG_CIN,2020,12,REG,2020-11-29,NYG,CIN,19,17,-2,36,-6.5,45.0,172
2020_12_TEN_IND,2020,12,REG,2020-11-29,TEN,IND,45,26,-19,71,3.0,51.5,193
2020_12_CLE_JAX,2020,12,REG,2020-11-29,CLE,JAX,27,25,-2,52,-7.5,48.5,173
2020_12_CAR_MIN,2020,12,REG,2020-11-29,CAR,MIN,27,28,1,55,3.0,50.0,189
2020_12_ARI_NE,2020,12,REG,2020-11-29,ARI,NE,17,20,3,37,-1.0,51.0,167
2020_12_MIA_NYJ,2020,12,REG,2020-11-29,MIA,NYJ,20,3,-17,23,-7.5,46.0,159
2020_12_NO_DEN,2020,12,REG,2020-11-29,NO,DEN,31,3,-28,34,-17.0,36.5,148
2020_12_SF_LA,2020,12,REG,2020-11-29,SF,LA,23,20,-3,43,5.0,44.5,188
2020_12_KC_TB,2020,12,REG,2020-11-29,KC,TB,27,24,-3,51,-3.5,56.0,182
2020_12_CHI_GB,2020,12,REG,2020-11-29,CHI,GB,25,41,16,66,7.5,44.0,180
2020_12_SEA_PHI,2020,12,REG,2020-11-30,SEA,PHI,23,17,-6,40,-6.5,50.0,180
2020_12_BAL_PIT,2020,12,REG,2020-12-02,BAL,PIT,14,19,5,33,10.5,41.5,165
2020_13_NO_ATL,2020,13,REG,2020-12-06,NO,ATL,21,16,-5,37,-2.5,46.0,189
2020_13_DET_CHI,2020,13,REG,2020-12-06,DET,CHI,34,30,-4,64,3.0,44.0,186
2020_13_IND_HOU,2020,13,REG,2020-12-06,IND,HOU,26,20,-6,46,-3.5,50.0,178
2020_13_CIN_MIA,2020,13,REG,2020-12-06,CIN,MIA,7,19,12,26,10.5,43.0,163
2020_13_JAX_MIN,2020,13,REG,2020-12-06,JAX,MIN,24,27,3,51,10.5,51.0,221
2020_13_LV_NYJ,2020,13,REG,2020-12-06,LV,NYJ,31,28,-3,59,-7.5,48.0,181
2020_13_CLE_TEN,2020,13,REG,2020-12-06,CLE,TEN,41,35,-6,76,4.0,54.0,193
2020_13_LA_ARI,2020,13,REG,2020-12-06,LA,ARI,38,28,-10,66,-2.5,49.0,195
2020_13_NYG_SEA,2020,13,REG,2020-12-06,NYG,SEA,17,12,-5,29,11.0,48.5,171
2020_13_PHI_GB,2020,13,REG,2020-12-06,PHI,GB,16,30,14,46,8.0,50.0,163
2020_13_NE_LAC,2020,13,REG,2020-12-06,NE,LAC,45,0,-45,45,2.5,47.0,178
2020_13_DEN_KC,2020,13,REG,2020-12-06,DEN,KC,16,22,6,38,13.0,51.0,169
2020_13_WAS_PIT,2020,13,REG,2020-12-07,WAS,PIT,23,17,-6,40,5.5,43.5,192
2020_13_BUF_SF,2020,13,REG,2020-12-07,BUF,SF,34,24,-10,58,1.5,48.0,173
2020_13_DAL_BAL,2020,13,REG,2020-12-08,DAL,BAL,17,34,17,51,8.5,46.0,179
2020_14_NE_LA,2020,14,REG,2020-12-10,NE,LA,3,24,21,27,5.0,43.5,163
2020_14_DEN_CAR,2020,14,REG,2020-12-13,DEN,CAR,32,27,-5,59,4.0,46.0,171
2020_14_HOU_CHI,2020,14,REG,2020-12-13,HOU,CHI,7,36,29,43,-1.0,46.0,171
2020_14_DAL_CIN,2020,14,REG,2020-12-13,DAL,CIN,30,7,-23,37,-3.0,44.0,159
2020_14_TEN_JAX,2020,14,REG,2020-12-13,TEN,JAX,31,10,-21,41,-7.5,53.0,174
2020_14_KC_MIA,2020,14,REG,2020-12-13,KC,MIA,33,27,-6,60,-7.5,51.5,194
2020_14_ARI_NYG,2020,14,REG,2020-12-13,ARI,NYG,26,7,-19,33,-3.0,47.0,176
2020_14_MIN_TB,2020,14,REG,2020-12-13,MIN,TB,14,26,12,40,7.0,52.5,168
2020_14_IND_LV,2020,14,REG,2020-12-13,IND,LV,44,27,-17,71,-2.5,51.5,174
2020_14_NYJ_SEA,2020,14,REG,2020-12-13,NYJ,SEA,3,40,37,43,16.5,49.5,166
2020_14_GB_DET,2020,14,REG,2020-12-13,GB,DET,31,24,-7,55,-9.5,55.5,178
2020_14_ATL_LAC,2020,14,REG,2020-12-13,ATL,LAC,17,20,3,37,1.0,49.0,166
2020_14_NO_PHI,2020,14,REG,2020-12-13,NO,PHI,21,24,3,45,-7.5,43.0,179
2020_14_WAS_SF,2020,14,REG,2020-12-13,WAS,SF,23,15,-8,38,3.0,43.5,196
2020_14_PIT_BUF,2020,14,REG,2020-12-13,PIT,BUF,15,26,11,41,2.0,48.5,172
2020_14_BAL_CLE,2020,14,REG,2020-12-14,BAL,CLE,47,42,-5,89,-3.0,45.5,195
2020_15_LAC_LV,2020,15,REG,2020-12-17,LAC,LV,30,27,-3,57,3.5,52.0,186
2020_15_BUF_DEN,2020,15,REG,2020-12-19,BUF,DEN,48,19,-29,67,-5.5,49.0,183
2020_15_CAR_GB,2020,15,REG,2020-12-19,CAR,GB,16,24,8,40,9.5,53.0,171
2020_15_TB_ATL,2020,15,REG,2020-12-20,TB,ATL,31,27,-4,58,-6.0,49.5,177
2020_15_JAX_BAL,2020,15,REG,2020-12-20,JAX,BAL,14,40,26,54,13.0,49.5,161
2020_15_SF_DAL,2020,15,REG,2020-12-20,SF,DAL,33,41,8,74,-4.0,46.0,194
2020_15_HOU_IND,2020,15,REG,2020-12-20,HOU,IND,20,27,7,47,7.5,52.5,161
2020_15_NE_MIA,2020,15,REG,2020-12-20,NE,MIA,12,22,10,34,-1.5,40.0,163
2020_15_CHI_MIN,2020,15,REG,2020-12-20,CHI,MIN,33,27,-6,60,2.5,47.5,176
2020_15_DET_TEN,2020,15,REG,2020-12-20,DET,TEN,25,46,21,71,9.5,54.5,174
2020_15_SEA_WAS,2020,15,REG,2020-12-20,SEA,WAS,20,15,-5,35,-6.0,44.5,177
2020_15_PHI_ARI,2020,15,REG,2020-12-20,PHI,ARI,26,33,7,59,6.5,49.5,205
2020_15_NYJ_LA,2020,15,REG,2020-12-20,NYJ,LA,23,20,-3,43,17.5,44.5,169
2020_15_KC_NO,2020,15,REG,2020-12-20,KC,NO,32,29,-3,61,-2.5,53.5,198
2020_15_CLE_NYG,2020,15,REG,2020-12-20,CLE,NYG,20,6,-14,26,-6.0,44.5,150
2020_15_PIT_CIN,2020,15,REG,2020-12-21,PIT,CIN,17,27,10,44,-14.5,40.5,169
2020_16_MIN_NO,2020,16,REG,2020-12-25,MIN,NO,33,52,19,85,6.5,49.0,186
2020_16_TB_DET,2020,16,REG,2020-12-26,TB,DET,47,7,-40,54,-12.0,55.0,176
2020_16_SF_ARI,2020,16,REG,2020-12-26,SF,ARI,20,12,-8,32,6.0,49.0,182
2020_16_MIA_LV,2020,16,REG,2020-12-26,MIA,LV,26,25,-1,51,-2.0,50.0,178
2020_16_NYG_BAL,2020,16,REG,2020-12-27,NYG,BAL,13,27,14,40,10.0,43.5,173
2020_16_CIN_HOU,2020,16,REG,2020-12-27,CIN,HOU,37,31,-6,68,7.5,46.0,173
2020_16_CHI_JAX,2020,16,REG,2020-12-27,CHI,JAX,41,17,-24,58,-9.5,47.0,172
2020_16_ATL_KC,2020,16,REG,2020-12-27,ATL,KC,14,17,3,31,11.0,54.0,170
2020_16_CLE_NYJ,2020,16,REG,2020-12-27,CLE,NYJ,16,23,7,39,-6.5,45.0,198
2020_16_IND_PIT,2020,16,REG,2020-12-27,IND,PIT,24,28,4,52,-1.0,43.0,180
2020_16_DEN_LAC,2020,16,REG,2020-12-27,DEN,LAC,16,19,3,35,2.5,47.5,180
2020_16_CAR_WAS,2020,16,REG,2020-12-27,CAR,WAS,20,13,-7,33,-1.0,41.0,173
2020_16_PHI_DAL,2020,16,REG,2020-12-27,PHI,DAL,17,37,20,54,-3.0,50.0,198
2020_16_LA_SEA,2020,16,REG,2020-12-27,LA,SEA,9,20,11,29,1.5,48.0,182
2020_16_TEN_GB,2020,16,REG,2020-12-27,TEN,GB,14,40,26,54,3.0,52.5,153
2020_16_BUF_NE,2020,16,REG,2020-12-28,BUF,NE,38,9,-29,47,-7.0,47.0,160
2020_17_MIA_BUF,2020,17,REG,2021-01-03,MIA,BUF,26,56,30,82,-3.5,42.5,196
2020_17_BAL_CIN,2020,17,REG,2021-01-03,BAL,CIN,38,3,-35,41,-13.5,46.0,151
2020_17_PIT_CLE,2020,17,REG,2021-01-03,PIT,CLE,22,24,2,46,10.5,45.0,172
2020_17_MIN_DET,2020,17,REG,2021-01-03,MIN,DET,37,35,-2,72,-3.0,54.0,183
2020_17_NYJ_NE,2020,17,REG,2021-01-03,NYJ,NE,14,28,14,42,3.0,41.0,166
2020_17_DAL_NYG,2020,17,REG,2021-01-03,DAL,NYG,19,23,4,42,-1.5,44.5,189
2020_17_ATL_TB,2020,17,REG,2021-01-03,ATL,TB,27,44,17,71,7.5,51.0,179
2020_17_NO_CAR,2020,17,REG,2021-01-03,NO,CAR,33,7,-26,40,-6.0,47.0,161
2020_17_GB_CHI,2020,17,REG,2021-01-03,GB,CHI,35,16,-19,51,-4.5,48.5,157
2020_17_LV_DEN,2020,17,REG,2021-01-03,LV,DEN,32,31,-1,63,-2.5,50.5,204
